"","age_of_exp","property_type","room_type","accommodates","price","min_cost_per_night","host_response_time","host_response_rate","review_scores_cleanliness","review_scores_value","total_revenue_clean","log_total_revenue","rev_per_2_guest_clean","log_price","log_review_scores_value","log_age_of_exp","sqrt_age_of_exp","log_review_scores_rating","log_accommodates","sqrt_accommodates","log_host_response_rate"
"1727",4.74,"Apartment","Entire home/apt",2,265,"$530","within an hour",1,10,9,3180,8.06495089174914,265,5.5834963087817,2.30258509299405,1.74745921033147,2.17715410570772,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1728",4.74,"Apartment","Entire home/apt",3,69,"$69","within a few hours",0.9,9,9,1794,7.49276030092238,69,4.24849524204936,2.30258509299405,1.74745921033147,2.17715410570772,4.59511985013459,1.38629436111989,1.73205080756888,0.641853886172395
"1729",4.74,"Apartment","Entire home/apt",4,62,"$124","within a day",0.5,9,9,7192,8.88086360986736,62,4.14313472639153,2.30258509299405,1.74745921033147,2.17715410570772,4.49980967033027,1.6094379124341,2,0.405465108108164
"1730",4.74,"Apartment","Entire home/apt",4,169,"$507","within an hour",1,10,9,22308,10.0127454634726,169,5.13579843705026,2.30258509299405,1.74745921033147,2.17715410570772,4.54329478227,1.6094379124341,2,0.693147180559945
"1731",4.74,"Boat","Entire home/apt",6,125,"$250","within a few hours",0.91,8,9,3000,8.00670084544037,125,4.83628190695148,2.30258509299405,1.74745921033147,2.17715410570772,4.58496747867057,1.94591014905531,2.44948974278318,0.647103242058539
"1732",4.74,"Apartment","Private room",2,79,"$237","within a few hours",0.75,8,9,8058,8.99454475832451,79,4.38202663467388,2.30258509299405,1.74745921033147,2.17715410570772,4.52178857704904,1.09861228866811,1.4142135623731,0.559615787935423
"1733",4.74,"House","Entire home/apt",4,350,"$1,050","within a few hours",0.78,9,9,12600,9.44153145486969,350,5.86078622346587,2.30258509299405,1.74745921033147,2.17715410570772,4.54329478227,1.6094379124341,2,0.576613364303994
"1734",4.74,"Apartment","Entire home/apt",4,220,"$1,750","within a few hours",0.77,10,10,7000,8.8538082749772,250,5.39816270151775,2.39789527279837,1.74745921033147,2.17715410570772,4.61512051684126,1.6094379124341,2,0.570979546585738
"1735",4.74,"Apartment","Entire home/apt",4,240,"$1,680","within a few hours",0.77,9,9,6720,8.81299223196997,240,5.48479693349065,2.30258509299405,1.74745921033147,2.17715410570772,4.51085950651685,1.6094379124341,2,0.570979546585738
"1736",4.74,"Apartment","Entire home/apt",2,125,"$250","within a few hours",0.77,10,8,3000,8.00670084544037,125,4.83628190695148,2.19722457733622,1.74745921033147,2.17715410570772,4.53259949315326,1.09861228866811,1.4142135623731,0.570979546585738
"1737",4.74,"Apartment","Entire home/apt",4,195,"$390","within a few hours",0.8,10,9,6240,8.73889570493404,195,5.27811465923052,2.30258509299405,1.74745921033147,2.17715410570772,4.55387689160054,1.6094379124341,2,0.587786664902119
"1738",4.74,"Apartment","Entire home/apt",2,138,"$276","within an hour",1,10,8,552,6.31535800152233,138,4.93447393313069,2.19722457733622,1.74745921033147,2.17715410570772,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1739",4.74,"Apartment","Entire home/apt",5,140,"$420","within a day",1,9,9,2520,7.83241092718792,140,4.94875989037817,2.30258509299405,1.74745921033147,2.17715410570772,4.47733681447821,1.79175946922805,2.23606797749979,0.693147180559945
"1740",4.73,"Boat","Entire home/apt",2,149,"$298","within a few hours",1,10,9,16688,9.7225050987434,149,5.01063529409626,2.30258509299405,1.74571553072665,2.17485631709315,4.60517018598809,1.09861228866811,1.4142135623731,0.693147180559945
"1741",4.73,"Apartment","Entire home/apt",4,295,"$295","within an hour",1,9,9,13570,9.51569044208137,295,5.69035945432406,2.30258509299405,1.74571553072665,2.17485631709315,4.56434819146784,1.6094379124341,2,0.693147180559945
"1742",4.73,"Bed & Breakfast","Private room",2,124,"$124","within an hour",1,10,10,248,5.51745289646471,124,4.8283137373023,2.39789527279837,1.74571553072665,2.17485631709315,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1743",4.73,"Bed & Breakfast","Private room",2,110,"$220","within a few hours",1,10,8,440,6.08904487544685,110,4.70953020131233,2.19722457733622,1.74571553072665,2.17485631709315,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1744",4.73,"Apartment","Entire home/apt",3,135,"$405","within a day",0.6,10,10,810,6.69826805411541,135,4.91265488573605,2.39789527279837,1.74571553072665,2.17485631709315,4.61512051684126,1.38629436111989,1.73205080756888,0.470003629245736
"1745",4.73,"Apartment","Entire home/apt",2,150,"$300","within a few hours",0.95,10,10,1800,7.49609734517596,150,5.01727983681492,2.39789527279837,1.74571553072665,2.17485631709315,4.61512051684126,1.09861228866811,1.4142135623731,0.667829372575655
"1746",4.73,"Apartment","Entire home/apt",4,150,"$750","within a few hours",0.67,10,10,12000,9.39274525863144,150,5.01727983681492,2.39789527279837,1.74571553072665,2.17485631709315,4.57471097850338,1.6094379124341,2,0.512823626428664
"1747",4.72,"Apartment","Private room",1,85,"$85","a few days or more",0.43,10,9,2040,7.62119516280984,85,4.45434729625351,2.30258509299405,1.74396880539171,2.17255609824004,4.58496747867057,0.693147180559945,1,0.357674444271816
"1748",4.72,"Apartment","Entire home/apt",3,100,"$200","within an hour",1,9,9,44800,10.7099857395825,100,4.61512051684126,2.30258509299405,1.74396880539171,2.17255609824004,4.52178857704904,1.38629436111989,1.73205080756888,0.693147180559945
"1749",4.72,"Apartment","Entire home/apt",2,90,"$180","within a few hours",1,10,9,720,6.58063913728495,90,4.51085950651685,2.30258509299405,1.74396880539171,2.17255609824004,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1750",4.72,"Apartment","Entire home/apt",4,175,"$350","within a few hours",1,8,9,18200,9.80923181661041,175,5.17048399503815,2.30258509299405,1.74396880539171,2.17255609824004,4.52178857704904,1.6094379124341,2,0.693147180559945
"1751",4.72,"Boat","Entire home/apt",2,150,"$150","within an hour",1,10,9,9600,9.16962253869762,150,5.01727983681492,2.30258509299405,1.74396880539171,2.17255609824004,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"1752",4.72,"Apartment","Entire home/apt",2,90,"$360","within a day",0.62,9,10,7200,8.88197518424887,90,4.51085950651685,2.39789527279837,1.74396880539171,2.17255609824004,4.59511985013459,1.09861228866811,1.4142135623731,0.482426149244293
"1753",4.72,"Apartment","Entire home/apt",4,80,"$160","within an hour",1,9,9,3520,8.16650031915505,80,4.39444915467244,2.30258509299405,1.74396880539171,2.17255609824004,4.55387689160054,1.6094379124341,2,0.693147180559945
"1754",4.72,"Apartment","Entire home/apt",2,99,"$99","within a day",0.92,9,9,990,6.89871453432999,99,4.60517018598809,2.30258509299405,1.74396880539171,2.17255609824004,4.56434819146784,1.09861228866811,1.4142135623731,0.65232518603969
"1755",4.72,"Apartment","Entire home/apt",3,99,"$109","within a day",0.91,10,10,1308,7.1770187659099,109,4.60517018598809,2.39789527279837,1.74396880539171,2.17255609824004,4.58496747867057,1.38629436111989,1.73205080756888,0.647103242058539
"1756",4.72,"Apartment","Entire home/apt",2,145,"$290","within an hour",1,10,8,1160,7.05703698169789,145,4.98360662170834,2.19722457733622,1.74396880539171,2.17255609824004,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1757",4.72,"Apartment","Entire home/apt",4,219,"$438","within a day",1,10,10,12264,9.41450495669259,219,5.39362754635236,2.39789527279837,1.74396880539171,2.17255609824004,4.56434819146784,1.6094379124341,2,0.693147180559945
"1758",4.72,"Apartment","Entire home/apt",2,55,"$165","within a day",1,8,9,2310,7.74543561027438,55,4.02535169073515,2.30258509299405,1.74396880539171,2.17255609824004,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"1759",4.72,"Apartment","Entire home/apt",2,120,"$240","within an hour",1,9,9,16800,9.7291936874294,120,4.79579054559674,2.30258509299405,1.74396880539171,2.17255609824004,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"1760",4.72,"House","Entire home/apt",2,145,"$435","within a few hours",0.7,6,7,7830,8.96584549475094,145,4.98360662170834,2.07944154167984,1.74396880539171,2.17255609824004,4.43081679884331,1.09861228866811,1.4142135623731,0.53062825106217
"1761",4.72,"Apartment","Entire home/apt",4,169,"$507","within an hour",1,10,10,81120,11.3036971461652,169,5.13579843705026,2.39789527279837,1.74396880539171,2.17255609824004,4.60517018598809,1.6094379124341,2,0.693147180559945
"1762",4.72,"Apartment","Entire home/apt",4,125,"$125","within an hour",0.96,9,9,12750,9.45336497888354,125,4.83628190695148,2.30258509299405,1.74396880539171,2.17255609824004,4.57471097850338,1.6094379124341,2,0.672944473242426
"1763",4.72,"Apartment","Entire home/apt",6,199,"$398","within an hour",1,9,9,22288,10.0118485622062,199,5.29831736654804,2.30258509299405,1.74396880539171,2.17255609824004,4.53259949315326,1.94591014905531,2.44948974278318,0.693147180559945
"1764",4.72,"Apartment","Entire home/apt",2,109,"$218","within an hour",1,10,9,4360,8.38045666784277,109,4.70048036579242,2.30258509299405,1.74396880539171,2.17255609824004,4.55387689160054,1.09861228866811,1.4142135623731,0.693147180559945
"1765",4.72,"House","Entire home/apt",2,175,"$525","within a few hours",0.8,10,10,24150,10.0920810660909,175,5.17048399503815,2.39789527279837,1.74396880539171,2.17255609824004,4.56434819146784,1.09861228866811,1.4142135623731,0.587786664902119
"1766",4.72,"Apartment","Entire home/apt",4,110,"$220","within an hour",1,10,10,3960,8.28425179762192,110,4.70953020131233,2.39789527279837,1.74396880539171,2.17255609824004,4.61512051684126,1.6094379124341,2,0.693147180559945
"1767",4.71,"Apartment","Entire home/apt",2,110,"$220","a few days or more",0.25,9,9,7920,8.97727273946428,110,4.70953020131233,2.30258509299405,1.74221902366792,2.17025344142107,4.57471097850338,1.09861228866811,1.4142135623731,0.22314355131421
"1768",4.71,"Apartment","Entire home/apt",2,85,"$170","within a few hours",1,9,9,44880,10.7117698215883,85,4.45434729625351,2.30258509299405,1.74221902366792,2.17025344142107,4.53259949315326,1.09861228866811,1.4142135623731,0.693147180559945
"1769",4.71,"Apartment","Entire home/apt",2,75,"$225","within a day",1,10,10,1350,7.2086003379602,75,4.33073334028633,2.39789527279837,1.74221902366792,2.17025344142107,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1770",4.71,"Apartment","Private room",5,60,"$60","within a day",0.64,9,8,4560,8.4252971767117,60,4.11087386417331,2.19722457733622,1.74221902366792,2.17025344142107,4.44265125649032,1.79175946922805,2.23606797749979,0.494696241836107
"1771",4.71,"Apartment","Private room",5,60,"$60","within a day",0.64,10,9,7200,8.88197518424887,60,4.11087386417331,2.30258509299405,1.74221902366792,2.17025344142107,4.52178857704904,1.79175946922805,2.23606797749979,0.494696241836107
"1772",4.71,"House","Private room",4,60,"$60","within a day",0.62,10,9,9360,9.14430740137174,60,4.11087386417331,2.30258509299405,1.74221902366792,2.17025344142107,4.52178857704904,1.6094379124341,2,0.482426149244293
"1773",4.71,"Apartment","Entire home/apt",4,160,"$320","within an hour",1,9,9,16640,9.71962480872334,160,5.08140436498446,2.30258509299405,1.74221902366792,2.17025344142107,4.55387689160054,1.6094379124341,2,0.693147180559945
"1774",4.71,"Apartment","Entire home/apt",6,189,"$378","within an hour",1,10,9,24192,10.0938186141038,189,5.24702407216049,2.30258509299405,1.74221902366792,2.17025344142107,4.58496747867057,1.94591014905531,2.44948974278318,0.693147180559945
"1775",4.71,"Apartment","Entire home/apt",2,200,"$400","within a day",0.8,9,9,6400,8.764209507142,200,5.30330490805908,2.30258509299405,1.74221902366792,2.17025344142107,4.56434819146784,1.09861228866811,1.4142135623731,0.587786664902119
"1776",4.71,"Apartment","Entire home/apt",4,150,"$450","within a few hours",1,9,8,7200,8.88197518424887,150,5.01727983681492,2.19722457733622,1.74221902366792,2.17025344142107,4.51085950651685,1.6094379124341,2,0.693147180559945
"1777",4.71,"Apartment","Entire home/apt",2,89,"$178","within a day",0.53,9,9,9968,9.2072355570227,89,4.49980967033027,2.30258509299405,1.74221902366792,2.17025344142107,4.51085950651685,1.09861228866811,1.4142135623731,0.425267735404344
"1778",4.71,"Apartment","Entire home/apt",2,126,"$252","within a day",0.8,10,10,2520,7.83241092718792,126,4.84418708645859,2.39789527279837,1.74221902366792,2.17025344142107,4.61512051684126,1.09861228866811,1.4142135623731,0.587786664902119
"1779",4.71,"Apartment","Entire home/apt",4,140,"$280","within a few hours",0.8,9,10,3920,8.27410200229233,140,4.94875989037817,2.39789527279837,1.74221902366792,2.17025344142107,4.52178857704904,1.6094379124341,2,0.587786664902119
"1780",4.71,"Boat","Entire home/apt",6,320,"$1,280","within a few hours",0.84,8,9,12800,9.45727857185611,320,5.77144112313002,2.30258509299405,1.74221902366792,2.17025344142107,4.57471097850338,1.94591014905531,2.44948974278318,0.609765571620894
"1781",4.71,"Boat","Entire home/apt",5,300,"$1,200","within a few hours",0.85,9,9,12000,9.39274525863144,300,5.70711026474888,2.30258509299405,1.74221902366792,2.17025344142107,4.53259949315326,1.79175946922805,2.23606797749979,0.615185639090233
"1782",4.71,"Boat","Entire home/apt",5,235,"$940","within a few hours",0.84,9,10,7520,8.9254543868264,235,5.46383180502561,2.39789527279837,1.74221902366792,2.17025344142107,4.56434819146784,1.79175946922805,2.23606797749979,0.609765571620894
"1783",4.71,"Boat","Entire home/apt",4,210,"$840","within a few hours",0.84,10,8,3360,8.11999382772511,210,5.35185813347607,2.19722457733622,1.74221902366792,2.17025344142107,4.61512051684126,1.6094379124341,2,0.609765571620894
"1784",4.71,"Boat","Entire home/apt",3,200,"$800","within a few hours",0.85,8,6,3200,8.07121853996986,200,5.30330490805908,1.94591014905531,1.74221902366792,2.17025344142107,4.39444915467244,1.38629436111989,1.73205080756888,0.615185639090233
"1785",4.71,"Bed & Breakfast","Private room",2,185,"$555","within a few hours",0.84,10,10,1110,7.01301578963963,185,5.2257466737132,2.39789527279837,1.74221902366792,2.17025344142107,4.61512051684126,1.09861228866811,1.4142135623731,0.609765571620894
"1786",4.7,"Apartment","Private room",3,39,"$144","within an hour",1,10,9,18432,9.82189781549617,72,3.68887945411394,2.30258509299405,1.7404661748405,2.16794833886788,4.57471097850338,1.38629436111989,1.73205080756888,0.693147180559945
"1787",4.7,"Apartment","Private room",2,39,"$144","within an hour",1,10,10,4032,8.30226579487337,72,3.68887945411394,2.39789527279837,1.7404661748405,2.16794833886788,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"1788",4.7,"Apartment","Private room",1,65,"$130","within a day",0.78,10,10,6760,8.81892608709068,65,4.18965474202643,2.39789527279837,1.7404661748405,2.16794833886788,4.60517018598809,0.693147180559945,1,0.576613364303994
"1789",4.7,"Apartment","Entire home/apt",2,115,"$115","within a day",0.87,10,10,3220,8.0774471493312,115,4.75359019110636,2.39789527279837,1.7404661748405,2.16794833886788,4.61512051684126,1.09861228866811,1.4142135623731,0.625938430866495
"1790",4.7,"Apartment","Entire home/apt",2,75,"$75","within a day",0.6,8,8,150,5.01727983681492,75,4.33073334028633,2.19722457733622,1.7404661748405,2.16794833886788,4.39444915467244,1.09861228866811,1.4142135623731,0.470003629245736
"1791",4.7,"Apartment","Entire home/apt",2,125,"$250","within a few hours",0.98,10,10,500,6.21660610108486,125,4.83628190695148,2.39789527279837,1.7404661748405,2.16794833886788,4.61512051684126,1.09861228866811,1.4142135623731,0.683096844706444
"1792",4.7,"Apartment","Entire home/apt",2,125,"$375","within an hour",1,10,10,8250,9.01808968410434,125,4.83628190695148,2.39789527279837,1.7404661748405,2.16794833886788,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"1793",4.7,"Apartment","Entire home/apt",3,120,"$240","within an hour",1,8,8,6720,8.81299223196997,120,4.79579054559674,2.19722457733622,1.7404661748405,2.16794833886788,4.49980967033027,1.38629436111989,1.73205080756888,0.693147180559945
"1794",4.7,"Apartment","Private room",2,105,"$210","within a few hours",1,10,10,5880,8.67948209445996,105,4.66343909411207,2.39789527279837,1.7404661748405,2.16794833886788,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1795",4.7,"Apartment","Entire home/apt",2,79,"$79","within a few hours",0.67,6,8,158,5.06890420222023,79,4.38202663467388,2.19722457733622,1.7404661748405,2.16794833886788,4.61512051684126,1.09861228866811,1.4142135623731,0.512823626428664
"1796",4.7,"Apartment","Entire home/apt",2,95,"$95","within a few hours",1,10,8,190,5.25227342804663,95,4.56434819146784,2.19722457733622,1.7404661748405,2.16794833886788,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"1797",4.7,"Apartment","Entire home/apt",4,110,"$375","within a few hours",1,9,9,42000,10.6454487065059,125,4.70953020131233,2.30258509299405,1.7404661748405,2.16794833886788,4.48863636973214,1.6094379124341,2,0.693147180559945
"1798",4.7,"Apartment","Entire home/apt",4,180,"$360","within a few hours",1,10,10,720,6.58063913728495,180,5.19849703126583,2.39789527279837,1.7404661748405,2.16794833886788,4.61512051684126,1.6094379124341,2,0.693147180559945
"1799",4.7,"House","Private room",2,110,"$330","within an hour",1,10,9,12540,9.43675855582405,110,4.70953020131233,2.30258509299405,1.7404661748405,2.16794833886788,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"1800",4.7,"Bed & Breakfast","Private room",2,54,"$54","within an hour",1,10,9,8532,9.05169627853659,54,4.00733318523247,2.30258509299405,1.7404661748405,2.16794833886788,4.55387689160054,1.09861228866811,1.4142135623731,0.693147180559945
"1801",4.69,"Apartment","Entire home/apt",2,70,"$70","a few days or more",0.33,10,9,420,6.04263283368238,70,4.26267987704132,2.30258509299405,1.73871024813824,2.16564078277077,4.54329478227,1.09861228866811,1.4142135623731,0.285178942233662
"1802",4.69,"House","Entire home/apt",6,165,"$1,980","within a day",1,10,10,11880,9.38269576445829,165,5.11198778835654,2.39789527279837,1.73871024813824,2.16564078277077,4.61512051684126,1.94591014905531,2.44948974278318,0.693147180559945
"1803",4.69,"Apartment","Entire home/apt",4,140,"$560","within a few hours",1,10,10,8960,9.10063710688422,140,4.94875989037817,2.39789527279837,1.73871024813824,2.16564078277077,4.51085950651685,1.6094379124341,2,0.693147180559945
"1804",4.69,"Apartment","Entire home/apt",6,250,"$1,250","a few days or more",0.33,10,5,10000,9.21044036697652,250,5.52545293913178,1.79175946922805,1.73871024813824,2.16564078277077,4.30406509320417,1.94591014905531,2.44948974278318,0.285178942233662
"1805",4.69,"Apartment","Entire home/apt",2,90,"$90","within a day",0.67,9,9,1260,7.13966033596492,90,4.51085950651685,2.30258509299405,1.73871024813824,2.16564078277077,4.51085950651685,1.09861228866811,1.4142135623731,0.512823626428664
"1806",4.69,"Apartment","Entire home/apt",2,95,"$190","within a day",1,10,9,3040,8.01994168767737,95,4.56434819146784,2.30258509299405,1.73871024813824,2.16564078277077,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"1807",4.69,"House","Entire home/apt",6,60,"$420","within a few hours",1,10,6,840,6.73459165997295,60,4.11087386417331,1.94591014905531,1.73871024813824,2.16564078277077,4.43081679884331,1.94591014905531,2.44948974278318,0.693147180559945
"1808",4.69,"Apartment","Entire home/apt",4,115,"$230","within a few hours",1,9,9,50140,10.8225943156698,115,4.75359019110636,2.30258509299405,1.73871024813824,2.16564078277077,4.56434819146784,1.6094379124341,2,0.693147180559945
"1809",4.69,"Apartment","Entire home/apt",2,150,"$600","within a few hours",1,10,10,15600,9.65509029374725,150,5.01727983681492,2.39789527279837,1.73871024813824,2.16564078277077,4.59511985013459,1.09861228866811,1.4142135623731,0.693147180559945
"1810",4.69,"Apartment","Entire home/apt",4,120,"$240","within a day",0.8,9,9,3840,8.2534880283459,120,4.79579054559674,2.30258509299405,1.73871024813824,2.16564078277077,4.58496747867057,1.6094379124341,2,0.587786664902119
"1811",4.69,"Apartment","Entire home/apt",2,195,"$390","within a day",0.93,10,9,7800,8.96200720958831,195,5.27811465923052,2.30258509299405,1.73871024813824,2.16564078277077,4.57471097850338,1.09861228866811,1.4142135623731,0.657520002916794
"1812",4.69,"Apartment","Private room",2,75,"$150","within a day",0.9,9,10,2100,7.650168700845,75,4.33073334028633,2.39789527279837,1.73871024813824,2.16564078277077,4.58496747867057,1.09861228866811,1.4142135623731,0.641853886172395
"1813",4.68,"Apartment","Entire home/apt",4,180,"$360","within a few hours",0.87,10,9,15120,9.62383978511267,180,5.19849703126583,2.30258509299405,1.73695123273306,2.16333076527839,4.59511985013459,1.6094379124341,2,0.625938430866495
"1814",4.68,"Apartment","Entire home/apt",2,120,"$240","within an hour",1,10,10,6720,8.81299223196997,120,4.79579054559674,2.39789527279837,1.73695123273306,2.16333076527839,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"1815",4.68,"Apartment","Entire home/apt",2,105,"$315","within a day",1,9,9,5040,8.52535975408263,105,4.66343909411207,2.30258509299405,1.73695123273306,2.16333076527839,4.48863636973214,1.09861228866811,1.4142135623731,0.693147180559945
"1816",4.68,"Apartment","Private room",2,89,"$267","within a few hours",1,9,9,82236,11.3173606014244,89,4.49980967033027,2.30258509299405,1.73695123273306,2.16333076527839,4.53259949315326,1.09861228866811,1.4142135623731,0.693147180559945
"1817",4.68,"Apartment","Entire home/apt",4,109,"$109","within a few hours",0.74,9,9,11990,9.39191164737943,109,4.70048036579242,2.30258509299405,1.73695123273306,2.16333076527839,4.57471097850338,1.6094379124341,2,0.553885113226438
"1818",4.68,"Boat","Entire home/apt",6,295,"$885","within a few hours",1,10,10,31860,10.369137970291,295,5.69035945432406,2.39789527279837,1.73695123273306,2.16333076527839,4.61512051684126,1.94591014905531,2.44948974278318,0.693147180559945
"1819",4.68,"Apartment","Entire home/apt",2,120,"$240","within a few hours",1,10,10,3840,8.2534880283459,120,4.79579054559674,2.39789527279837,1.73695123273306,2.16333076527839,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"1820",4.67,"Apartment","Entire home/apt",3,220,"$880","within a day",0.75,10,10,5280,8.57187075270693,220,5.39816270151775,2.39789527279837,1.73518911773966,2.16101827849743,4.61512051684126,1.38629436111989,1.73205080756888,0.559615787935423
"1821",4.67,"House","Entire home/apt",6,250,"$500","within an hour",1,9,9,39000,10.5713425658087,250,5.52545293913178,2.30258509299405,1.73518911773966,2.16101827849743,4.49980967033027,1.94591014905531,2.44948974278318,0.693147180559945
"1822",4.67,"Apartment","Entire home/apt",3,250,"$250","within an hour",1,9,9,3500,8.16080392095467,250,5.52545293913178,2.30258509299405,1.73518911773966,2.16101827849743,4.49980967033027,1.38629436111989,1.73205080756888,0.693147180559945
"1823",4.67,"House","Entire home/apt",4,99,"$198","within an hour",1,10,10,2772,7.92768504561578,99,4.60517018598809,2.39789527279837,1.73518911773966,2.16101827849743,4.58496747867057,1.6094379124341,2,0.693147180559945
"1824",4.67,"Apartment","Entire home/apt",4,170,"$510","within a few hours",1,9,8,5100,8.53719187792293,170,5.14166355650266,2.19722457733622,1.73518911773966,2.16101827849743,4.44265125649032,1.6094379124341,2,0.693147180559945
"1825",4.67,"Apartment","Entire home/apt",2,79,"$474","within a few hours",1,9,10,39816,10.5920492357544,79,4.38202663467388,2.39789527279837,1.73518911773966,2.16101827849743,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"1826",4.67,"Apartment","Entire home/apt",4,250,"$500","a few days or more",0.43,10,9,6000,8.69968140098951,250,5.52545293913178,2.30258509299405,1.73518911773966,2.16101827849743,4.58496747867057,1.6094379124341,2,0.357674444271816
"1827",4.67,"Apartment","Entire home/apt",4,165,"$330","within a few hours",1,10,10,8580,9.05730573580712,165,5.11198778835654,2.39789527279837,1.73518911773966,2.16101827849743,4.61512051684126,1.6094379124341,2,0.693147180559945
"1828",4.67,"Apartment","Entire home/apt",2,85,"$170","within a day",0.93,8,9,6460,8.77353938355817,85,4.45434729625351,2.30258509299405,1.73518911773966,2.16101827849743,4.53259949315326,1.09861228866811,1.4142135623731,0.657520002916794
"1829",4.67,"Apartment","Entire home/apt",4,185,"$740","within a day",0.7,9,10,17760,9.78476032126733,185,5.2257466737132,2.39789527279837,1.73518911773966,2.16101827849743,4.57471097850338,1.6094379124341,2,0.53062825106217
"1830",4.67,"Apartment","Entire home/apt",4,175,"$525","within a few hours",1,10,10,4200,8.34307787116938,175,5.17048399503815,2.39789527279837,1.73518911773966,2.16101827849743,4.56434819146784,1.6094379124341,2,0.693147180559945
"1831",4.67,"Apartment","Entire home/apt",3,139,"$556","within a day",0.5,9,9,18904,9.84718171632503,139,4.9416424226093,2.30258509299405,1.73518911773966,2.16101827849743,4.52178857704904,1.38629436111989,1.73205080756888,0.405465108108164
"1832",4.67,"Apartment","Entire home/apt",2,99,"$198","within a day",1,9,9,4356,8.37953902611744,99,4.60517018598809,2.30258509299405,1.73518911773966,2.16101827849743,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"1833",4.67,"Boat","Entire home/apt",4,170,"$680","within an hour",1,10,10,6800,8.82482493917564,170,5.14166355650266,2.39789527279837,1.73518911773966,2.16101827849743,4.51085950651685,1.6094379124341,2,0.693147180559945
"1834",4.67,"Apartment","Entire home/apt",4,200,"$400","within an hour",1,9,8,8800,9.08262063037381,200,5.30330490805908,2.19722457733622,1.73518911773966,2.16101827849743,4.56434819146784,1.6094379124341,2,0.693147180559945
"1835",4.67,"Apartment","Private room",1,45,"$45","within a few hours",0.9,10,10,90,4.51085950651685,45,3.8286413964891,2.39789527279837,1.73518911773966,2.16101827849743,4.39444915467244,0.693147180559945,1,0.641853886172395
"1836",4.67,"Apartment","Entire home/apt",2,119,"$476","within a day",0.6,10,9,2856,7.95752740223077,119,4.78749174278205,2.30258509299405,1.73518911773966,2.16101827849743,4.61512051684126,1.09861228866811,1.4142135623731,0.470003629245736
"1837",4.67,"Bed & Breakfast","Entire home/apt",10,320,"$960","within a day",0.72,8,8,17280,9.75736291105399,320,5.77144112313002,2.19722457733622,1.73518911773966,2.16101827849743,4.49980967033027,2.39789527279837,3.16227766016838,0.542324290825362
"1838",4.67,"Apartment","Entire home/apt",8,400,"$2,000","within a day",0.72,8,8,8000,8.98732181285012,400,5.99396142730657,2.19722457733622,1.73518911773966,2.16101827849743,4.11087386417331,2.19722457733622,2.82842712474619,0.542324290825362
"1839",4.67,"Apartment","Entire home/apt",8,450,"$2,100","within a day",0.72,4,4,4200,8.34307787116938,525,6.11146733950268,1.6094379124341,1.73518911773966,2.16101827849743,4.11087386417331,2.19722457733622,2.82842712474619,0.542324290825362
"1840",4.67,"Bed & Breakfast","Entire home/apt",6,300,"$600","within a day",0.72,8,8,8400,9.03610602536485,300,5.70711026474888,2.19722457733622,1.73518911773966,2.16101827849743,4.47733681447821,1.94591014905531,2.44948974278318,0.542324290825362
"1841",4.66,"Apartment","Entire home/apt",2,110,"$110","within a few hours",0.69,9,9,440,6.08904487544685,110,4.70953020131233,2.30258509299405,1.73342389221509,2.15870331449229,4.39444915467244,1.09861228866811,1.4142135623731,0.524728528934982
"1842",4.66,"Apartment","Entire home/apt",2,135,"$270","within a day",0.79,8,9,8640,9.0642735958414,135,4.91265488573605,2.30258509299405,1.73342389221509,2.15870331449229,4.46590811865458,1.09861228866811,1.4142135623731,0.582215619852664
"1843",4.66,"Apartment","Entire home/apt",2,79,"$658","within a day",0.63,10,10,6580,8.79194198845612,94,4.38202663467388,2.39789527279837,1.73342389221509,2.15870331449229,4.59511985013459,1.09861228866811,1.4142135623731,0.488580014818671
"1844",4.66,"Apartment","Entire home/apt",3,80,"$160","within a day",1,10,9,4160,8.33351070898294,80,4.39444915467244,2.30258509299405,1.73342389221509,2.15870331449229,4.58496747867057,1.38629436111989,1.73205080756888,0.693147180559945
