host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type, price ,guests_included,extra_people,minimum_nights,customers @ 50% review rate," Daily Rev per 2 guests, unless limited to 1 ", Min Nights , Total Rev ,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
460228,Mike,2011,3/24,3/24/11,6.31,3290611,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35344787,4.9049094,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,1,0,3,12, $125 , $375 ," $4,500 ",within a few hours,0.8,6,100,10,10,10,10,10,10
467814,Julia,2011,3/28,3/28/11,6.30,85401,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,,Netherlands,52.3560779,4.89431202,Apartment,Entire home/apt,10,2,2,5,Real Bed, $110 ,2,30,2,336, $110 , $220 ," $73,920 ",within a day,0.95,168,81,8,7,9,9,9,8
467814,Julia,2011,3/28,3/28/11,6.30,224513,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35671266,4.896654851,Apartment,Entire home/apt,5,1,1,3,Real Bed, $69 ,2,30,2,238, $69 , $138 ," $32,844 ",within a day,0.95,119,86,8,8,9,9,9,8
467980,Joey,2011,3/28,3/28/11,6.30,2609645,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36569976,4.863003632,Apartment,Private room,2,1,1,1,Real Bed, $104 ,2,0,2,50, $104 , $208 ," $10,400 ",within an hour,1,25,94,9,9,9,10,9,9
468497,Lennart,2011,3/28,3/28/11,6.30,115795,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35223426,4.896592041,Apartment,Entire home/apt,4,1,2,4,Real Bed, $165 ,4,0,2,80, $165 , $330 ," $26,400 ",within a day,1,40,86,9,8,9,9,9,9
474340,Delattre,2011,3/31,3/31/11,6.29,4952085,Buitenveldert - Zuidas,Amsterdam,Amsterdam,Noord-Holland,North Holland,1082 HG,Netherlands,52.32681511,4.877215791,Apartment,Entire home/apt,2,1,1,1,Real Bed, $72 ,1,0,1,0, $72 , $72 , $-   ,within a few hours,1,0,,,,,,,
475083,Lisa,2011,3/31,3/31/11,6.29,86675,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 EJ,Netherlands,52.35313988,4.910610198,Boat,Entire home/apt,4,1,2,2,Real Bed, $210 ,1,0,4,18, $210 , $840 ," $15,120 ",within a few hours,1,9,98,10,10,10,10,10,10
478385,Andrea & Rob,2011,4/2,4/2/11,6.28,2470214,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.38301244,4.868848303,Apartment,Entire home/apt,2,1,1,1,Real Bed, $100 ,1,0,3,12, $100 , $300 ," $3,600 ",within an hour,1,6,100,10,8,10,10,10,9
479325,Charles,2011,4/2,4/2/11,6.28,87519,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37261939,4.88215053,House,Private room,2,1,1,1,Real Bed, $125 ,1,50,1,24, $175 , $175 ," $4,200 ",within a day,0.81,12,98,9,10,9,10,10,8
481080,Hoi-Kee,2011,4/3,4/3/11,6.28,2870512,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094 JC,Netherlands,52.36436329,4.93240081,Apartment,Entire home/apt,4,1,2,2,Real Bed, $98 ,2,30,2,14, $98 , $196 ," $2,744 ",within a day,0.7,7,90,9,10,10,10,9,9
485930,Rachel,2011,4/5,4/5/11,6.28,97476,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.35637467,4.865793029,Apartment,Entire home/apt,2,1,1,1,Real Bed, $115 ,1,0,3,24, $115 , $345 ," $8,280 ",within a day,0.83,12,93,10,10,10,10,9,9
488009,Vivian,2011,4/6,4/6/11,6.27,906446,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1082 XE,Netherlands,52.328358,4.871636571,Apartment,Private room,2,1,1,1,Real Bed, $59 ,1,20,2,132, $79 , $158 ," $20,856 ",within an hour,1,66,87,9,9,9,9,9,9
489364,Joost,2011,4/6,4/6/11,6.27,90171,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36453926,4.863021158,Apartment,Entire home/apt,4,,1,3,Real Bed, $69 ,2,15,1,48, $69 , $69 ," $3,312 ",within an hour,1,24,90,9,9,9,10,9,9
490564,Brechtje+Marijn,2011,4/7,4/7/11,6.27,3955550,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054WB,Netherlands,52.36005452,4.867006781,Apartment,Entire home/apt,4,1,2,2,Real Bed, $105 ,2,25,2,14, $105 , $210 ," $2,940 ",within a day,0.8,7,97,10,10,9,9,9,10
492014,Pedro,2011,4/7,4/7/11,6.27,727801,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.36213391,4.92532278,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,1,0,4,56, $120 , $480 ," $26,880 ",within a day,0.74,28,93,9,9,10,10,9,9
495238,Mariette,2011,4/9,4/9/11,6.27,2929210,Zuid,Amsterdam,Amsterdam,NH,North Holland,,Netherlands,52.36083904,4.881782238,Apartment,Entire home/apt,2,1,1,1,Real Bed, $168 ,1,0,2,6, $168 , $336 ," $2,016 ",within a few hours,0.88,3,100,10,10,10,9,10,9
506601,Joris,2011,4/13,4/13/11,6.25,1159534,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 TP,Netherlands,52.36070341,4.889884751,House,Entire home/apt,5,2.5,3,5,Real Bed, $295 ,1,0,5,24, $295 ," $1,475 "," $35,400 ",within a few hours,1,12,97,10,10,10,10,10,9
508579,Jasper,2011,4/14,4/14/11,6.25,95540,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.357347,4.858578099,Apartment,Entire home/apt,2,1,1,1,Real Bed, $85 ,1,0,2,170, $85 , $170 ," $28,900 ",within an hour,1,85,97,10,10,10,10,10,10
508579,Jasper,2011,4/14,4/14/11,6.25,1270575,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35777684,4.859877353,Apartment,Entire home/apt,2,1,1,1,Real Bed, $80 ,1,0,7,48, $80 , $560 ," $26,880 ",within an hour,1,24,94,10,9,10,10,10,10
510526,A.L.,2011,4/15,4/15/11,6.25,5399901,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1011 BC,Netherlands,52.37309895,4.905993184,Apartment,Entire home/apt,4,1,2,2,Real Bed, $75 ,2,25,2,0, $75 , $150 , $-   ,within a few hours,1,0,,,,,,,
510526,A.L.,2011,4/15,4/15/11,6.25,96048,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37243723,4.907589448,Bed & Breakfast,Private room,2,1,1,2,Real Bed, $75 ,2,30,1,2, $75 , $75 , $150 ,within a few hours,1,1,100,10,10,10,10,10,10
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5529174,Buitenveldert - Zuidas,Amstelveen,Amsterdam,Noord-Holland,North Holland,1181 CA,Netherlands,52.32254789,4.856137443,Apartment,Entire home/apt,6,2,4,4,Real Bed, $179 ,1,0,4,0, $179 , $716 , $-   ,within a few hours,1,0,,,,,,,
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5211163,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016 XR,Netherlands,52.36642258,4.880571063,Apartment,Entire home/apt,4,1,1,3,Real Bed, $135 ,1,0,3,6, $135 , $405 ," $2,430 ",within an hour,1,3,90,9,7,10,10,10,9
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,4585558,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 XM,Netherlands,52.38324559,4.875262869,Apartment,Entire home/apt,3,1,2,2,Real Bed, $99 ,2,25,7,0, $99 , $693 , $-   ,within a few hours,1,0,,,,,,,
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,4713353,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017,Netherlands,52.36094919,4.890262576,Apartment,Entire home/apt,2,1,1,1,Real Bed, $129 ,1,0,2,18, $129 , $258 ," $4,644 ",within a few hours,1,9,98,10,10,9,10,10,10
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5878377,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 LA,Netherlands,52.38843137,4.886177359,Apartment,Entire home/apt,2,1,1,1,Real Bed, $150 ,1,0,4,0, $150 , $600 , $-   ,within a few hours,1,0,,,,,,,
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5819314,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015DX,Netherlands,52.37683121,4.886367137,Apartment,Entire home/apt,2,1,1,1,Real Bed, $140 ,1,0,3,0, $140 , $420 , $-   ,within an hour,1,0,,,,,,,
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5793026,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016 BT,Netherlands,52.37237816,4.887149088,House,Entire home/apt,2,1,1,1,Real Bed, $185 ,1,0,3,0, $185 , $555 , $-   ,within a few hours,1,0,,,,,,,
517215,Beheer Mijn Huis,2011,4/18,4/18/11,6.24,5857700,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015 PT,Netherlands,52.37544497,4.878032145,Apartment,Entire home/apt,2,1,0,1,Real Bed, $120 ,1,0,3,0, $120 , $360 , $-   ,within a few hours,1,0,,,,,,,
517541,Anna,2011,4/18,4/18/11,6.24,1886198,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091BE,Netherlands,52.36115164,4.90740913,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,1,0,2,14, $125 , $250 ," $3,500 ",within a day,0.9,7,94,10,9,10,10,9,9
517653,Martijn,2011,4/18,4/18/11,6.24,97939,De Baarsjes - Oud-West,Amsterdam,Amsterdam,NH,North Holland,,Netherlands,52.36380065,4.873521247,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,1,0,4,126, $89 , $356 ," $44,856 ",within an hour,1,63,94,9,9,9,10,10,9
521204,Iris,2011,4/19,4/19/11,6.24,3383617,Centrum-Oost,Amsterdam,Amsterdam,NH,North Holland,1011 AZ,Netherlands,52.37107774,4.903447753,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,1,0,2,6, $120 , $240 ," $1,440 ",within an hour,1,3,93,10,9,10,10,9,9
529312,Kristel,2011,4/23,4/23/11,6.23,5711425,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1054,Netherlands,52.35808872,4.858330265,Apartment,Entire home/apt,4,1,1,2,Real Bed, $120 ,2,25,2,0, $120 , $240 , $-   ,within a few hours,0.89,0,,,,,,,
529312,Kristel,2011,4/23,4/23/11,6.23,505863,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38744274,4.883091487,Apartment,Entire home/apt,3,1,1,2,Real Bed, $100 ,2,20,3,14, $100 , $300 ," $4,200 ",within a few hours,0.89,7,85,8,7,8,10,8,8
531200,Jackie,2011,4/24,4/24/11,6.22,101618,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37400149,4.879154297,Apartment,Private room,2,1,1,2,Real Bed, $135 ,1,0,2,4, $135 , $270 ," $1,080 ",N/A,N/A,2,100,10,10,10,10,10,10
532520,Helena,2011,4/24,4/24/11,6.22,861752,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 WL,Netherlands,52.37152519,4.948094194,Apartment,Entire home/apt,3,1,2,2,Real Bed, $85 ,2,30,3,2, $85 , $255 , $510 ,N/A,N/A,1,97,10,10,10,10,8,10
534206,Linda,2011,4/25,4/25/11,6.22,102107,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35868036,4.875614478,Apartment,Entire home/apt,3,1,2,3,Real Bed, $190 ,1,35,2,46, $225 , $450 ," $20,700 ",within a few hours,1,23,99,10,10,10,10,10,9
534206,Linda,2011,4/25,4/25/11,6.22,543262,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35777246,4.8747347,Apartment,Entire home/apt,3,1,2,3,Real Bed, $150 ,1,35,2,30, $185 , $370 ," $11,100 ",within a few hours,1,15,96,10,10,10,10,9,9
534588,Kc,2011,4/25,4/25/11,6.22,4314014,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35649183,4.898411563,Apartment,Entire home/apt,6,1.5,2,2,Real Bed, $290 ,4,25,3,12, $290 , $870 ," $10,440 ",within a day,0.76,6,97,10,10,10,9,10,9
534652,Hd,2011,4/25,4/25/11,6.22,866361,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.3677902,4.882598676,Apartment,Entire home/apt,2,1,1,1,Real Bed, $95 ,1,15,2,12, $110 , $220 ," $2,640 ",within a few hours,1,6,80,8,10,10,8,10,8
538659,Wendie And Hans,2011,4/27,4/27/11,6.22,4063858,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1017 JT,Netherlands,52.36604791,4.885184466,Apartment,Private room,2,1,1,1,Real Bed, $90 ,1,0,3,54, $90 , $270 ," $14,580 ",within a few hours,1,27,92,9,9,10,10,10,9
538659,Wendie And Hans,2011,4/27,4/27/11,6.22,118097,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36570537,4.88463619,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $79 ,1,0,4,272, $79 , $316 ," $85,952 ",within a few hours,1,136,95,9,10,10,10,10,9
538659,Wendie And Hans,2011,4/27,4/27/11,6.22,963328,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017 PE,Netherlands,52.36566896,4.884633594,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $79 ,1,0,4,186, $79 , $316 ," $58,776 ",within a few hours,1,93,95,10,10,10,10,10,9
538659,Wendie And Hans,2011,4/27,4/27/11,6.22,5237476,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016 RV,Netherlands,52.37045551,4.877056599,Apartment,Entire home/apt,2,1,0,1,Real Bed, $125 ,1,0,5,4, $125 , $625 ," $2,500 ",within a few hours,1,2,80,10,7,9,10,10,8
538768,John And Allie,2011,4/27,4/27/11,6.22,105546,Geuzenveld - Slotermeer,Amsterdam,Amsterdam,North Holland,North Holland,1064 AD,Netherlands,52.37387906,4.833265864,Apartment,Private room,2,1,1,1,Futon, $70 ,1,0,2,98, $70 , $140 ," $13,720 ",within a few hours,0.97,49,91,9,10,10,10,8,9
539840,Morgen,2011,4/27,4/27/11,6.22,200461,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35930675,4.86110843,Apartment,Entire home/apt,2,1,1,2,Real Bed, $69 ,1,21,3,38, $90 , $270 ," $10,260 ",within a few hours,1,19,85,9,9,9,9,9,8
542540,Bart,2011,4/28,4/28/11,6.21,201322,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 PM,Netherlands,52.37184058,4.881707856,Apartment,Entire home/apt,3,1,1,1,Real Bed, $80 ,2,20,1,54, $80 , $80 ," $4,320 ",within a few hours,1,27,88,9,10,10,10,10,8
546454,Fulko,2011,4/30,4/30/11,6.21,2076538,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36335308,4.861869019,Apartment,Entire home/apt,2,1,1,1,Real Bed, $108 ,1,0,2,14, $108 , $216 ," $3,024 ",within an hour,0.92,7,91,9,9,9,10,9,8
551868,Marloes,2011,5/2,5/2/11,6.20,106477,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38383628,4.884855797,Apartment,Entire home/apt,2,1,1,1,Real Bed, $195 ,2,25,2,88, $195 , $390 ," $34,320 ",within a day,1,44,98,10,10,10,10,10,9
556149,Johan,2011,5/4,5/4/11,6.20,107326,De Aker - Nieuw Sloten,Amsterdam,Amsterdam,North Holland,North Holland,1066,Netherlands,52.35083085,4.816093799,Bed & Breakfast,Entire home/apt,4,1,2,4,Real Bed, $140 ,3,35,3,68, $140 , $420 ," $28,560 ",within a few hours,0.87,34,88,9,9,9,9,9,9
556392,Lucy,2011,5/4,5/4/11,6.20,4101283,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36855263,4.864931634,Apartment,Private room,1,1,1,1,Real Bed, $65 ,1,40,2,10, $65 , $130 ," $1,300 ",within an hour,0.82,5,100,10,10,9,10,10,9
556616,Nessie,2011,5/4,5/4/11,6.20,873146,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1077,Netherlands,52.3434889,4.867347962,Bed & Breakfast,Private room,2,1.5,1,1,Real Bed, $92 ,1,0,3,0, $92 , $276 , $-   ,within a few hours,0.75,0,,,,,,,
556616,Nessie,2011,5/4,5/4/11,6.20,629384,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1077,Netherlands,52.34378398,4.869511927,Bed & Breakfast,Private room,2,1.5,1,1,Real Bed, $92 ,1,60,3,4, $152 , $456 ," $1,824 ",within a few hours,0.75,2,90,9,9,7,8,9,9
558915,Sophie,2011,5/5,5/5/11,6.19,107966,Bos en Lommer,Bos en Lommer,Bos en Lommer,North Holland,North Holland,,Netherlands,52.37858838,4.857216294,Apartment,Entire home/apt,3,1,1,1,Real Bed, $110 ,1,30,1,92, $140 , $140 ," $12,880 ",within a day,0.97,46,93,10,9,10,10,9,9
558976,Joke,2011,5/5,5/5/11,6.19,107972,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36397157,4.876509427,Apartment,Entire home/apt,2,1,1,2,Real Bed, $100 ,2,0,3,78, $100 , $300 ," $23,400 ",within a few hours,1,39,99,10,10,10,10,10,10
562467,Bibies,2011,5/6,5/6/11,6.19,1186529,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.3574011,4.889464096,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $90 ,1,0,2,6, $90 , $180 ," $1,080 ",within a few hours,1,3,87,7,7,10,9,9,8
562467,Bibies,2011,5/6,5/6/11,6.19,1197949,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35604016,4.888672948,Apartment,Private room,2,1,1,1,Real Bed, $90 ,1,0,2,0, $90 , $180 , $-   ,within a few hours,1,0,,,,,,,
562467,Bibies,2011,5/6,5/6/11,6.19,1618351,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 XW,Netherlands,52.35581035,4.890894115,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $80 ,1,0,2,10, $80 , $160 ," $1,600 ",within a few hours,1,5,95,10,10,10,10,10,10
562467,Bibies,2011,5/6,5/6/11,6.19,1618602,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 XW,Netherlands,52.35795235,4.889189782,Bed & Breakfast,Private room,2,1,1,1,Real Bed, $85 ,1,0,2,4, $85 , $170 , $680 ,within a few hours,1,2,100,10,10,10,10,10,10
565211,Lily & Oren,2011,5/7,5/7/11,6.19,4756239,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1072 HD,Netherlands,52.35155512,4.891992809,Apartment,Entire home/apt,4,1,2,3,Real Bed, $180 ,2,15,3,2, $180 , $540 ," $1,080 ",a few days or more,0.3,1,100,10,10,10,10,8,8
569802,Gerhard,2011,5/9,5/9/11,6.18,111108,Gaasperdam - Driemond,Amsterdam-Zuidoost,Amsterdam,North Holland,North Holland,1108 EM,Netherlands,52.30980083,4.980210367,Apartment,Private room,2,1.5,1,1,Real Bed, $60 ,1,20,1,24, $80 , $80 ," $1,920 ",within an hour,1,12,88,9,8,10,10,8,8
571678,Tetske,2011,5/9,5/9/11,6.18,4044970,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1031 XX,Netherlands,52.39273888,4.908546618,House,Entire home/apt,2,1,1,1,Real Bed, $85 ,1,0,4,8, $85 , $340 ," $2,720 ",within a few hours,0.7,4,95,10,10,9,10,10,9
575095,Paulien,2011,5/10,5/10/11,6.18,112831,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.39042755,4.875262454,Apartment,Entire home/apt,3,1,2,2,Real Bed, $95 ,2,30,2,110, $95 , $190 ," $20,900 ",within an hour,1,55,95,9,9,10,10,9,9
586915,Thomas,2011,5/14,5/14/11,6.17,670575,Bos en Lommer,Amsterdam,Amsterdam,Amsterdam,North Holland,1055 TE,Netherlands,52.37802494,4.856887384,Apartment,Entire home/apt,2,1,1,1,Real Bed, $119 ,1,0,1,14, $119 , $119 ," $1,666 ",within a day,0.64,7,97,10,10,10,10,9,9
587259,Ginger,2011,5/14,5/14/11,6.17,199469,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37132144,4.884561688,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,1,0,2,70, $125 , $250 ," $17,500 ",N/A,N/A,35,96,10,9,10,10,10,9
589344,Jennifer & Chris,2011,5/15,5/15/11,6.17,137282,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087,Netherlands,52.36169783,4.9925626,Apartment,Entire home/apt,5,1,2,3,Real Bed, $140 ,4,25,3,42, $140 , $420 ," $17,640 ",within a few hours,0.93,21,89,9,8,9,9,9,9
596513,Nina,2011,5/17,5/17/11,6.16,118117,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36888344,4.869548331,Apartment,Entire home/apt,2,1,1,1,Real Bed, $59 ,1,0,2,412, $59 , $118 ," $48,616 ",within a few hours,0.86,206,93,9,10,10,10,9,9
600788,Truusje,2011,5/18,5/18/11,6.16,118962,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1077,Netherlands,52.34885698,4.868092382,Apartment,Entire home/apt,2,1,1,2,Real Bed, $85 ,1,0,3,244, $85 , $255 ," $62,220 ",within an hour,1,122,99,10,10,10,10,10,10
601183,Greet,2011,5/18,5/18/11,6.16,119023,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.3759049,4.876475753,Bed & Breakfast,Entire home/apt,4,1,1,2,Real Bed, $200 ,2,30,3,12, $200 , $600 ," $7,200 ",within a few hours,0.83,6,100,10,10,10,10,10,9
602538,Tineke,2011,5/19,5/19/11,6.16,119292,Oostelijk Havengebied - Indische Buurt,Zeeburg,Zeeburg,North Holland,North Holland,1019,Netherlands,52.37768896,4.942461339,House,Private room,2,1,1,2,Real Bed, $50 ,0,15,1,0, $65 , $65 , $-   ,N/A,N/A,0,,,,,,,
602963,Wouter,2011,5/19,5/19/11,6.16,119412,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35840466,4.914175695,Apartment,Entire home/apt,2,1,2,2,Real Bed, $100 ,2,0,3,2, $100 , $300 , $600 ,N/A,N/A,1,100,6,8,10,10,8,8
607597,Martijn,2011,5/20,5/20/11,6.15,120872,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.38184772,4.855730321,Apartment,Entire home/apt,2,1,1,2,Real Bed, $89 ,2,25,2,74, $89 , $178 ," $13,172 ",within an hour,1,37,90,9,8,9,9,8,8
612967,Mira,2011,5/22,5/22/11,6.15,1738791,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018XW,Netherlands,52.36310183,4.907404439,Apartment,Entire home/apt,2,1,0,1,Real Bed, $79 ,1,0,3,34, $79 , $237 ," $8,058 ",within a day,0.9,17,92,9,10,9,9,9,9
613876,Murat,2011,5/22,5/22/11,6.15,3419861,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 PJ,Netherlands,52.35098663,4.894314742,Apartment,Entire home/apt,2,1,1,1,Real Bed, $150 ,1,0,3,8, $150 , $450 ," $3,600 ",within a few hours,1,4,95,9,9,9,9,9,9
615517,Barbara,2011,5/23,5/23/11,6.14,278823,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.3659995,4.863530499,Bed & Breakfast,Private room,1,1,1,1,Real Bed, $55 ,1,0,3,98, $55 , $165 ," $16,170 ",within a few hours,1,49,98,10,10,10,10,9,10
617203,Toni,2011,5/23,5/23/11,6.14,1858624,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38652151,4.878381034,Apartment,Private room,2,1,1,1,Real Bed, $58 ,0,0,3,86, $58 , $174 ," $14,964 ",within a few hours,1,43,95,10,9,10,10,9,9
618589,Mirjam,2011,5/23,5/23/11,6.14,553514,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.38463845,4.869836577,Bed & Breakfast,Entire home/apt,4,1,0,2,Couch, $85 ,1,15,1,146, $100 , $100 ," $14,600 ",within an hour,1,73,87,9,9,10,10,9,9
619612,Aurora,2011,5/24,5/24/11,6.14,1996547,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34844836,4.904838562,Apartment,Private room,2,1,1,1,Real Bed, $70 ,1,0,1,4, $70 , $70 , $280 ,within a day,1,2,100,10,10,10,10,10,10
621555,Anne-Marie,2011,5/24,5/24/11,6.14,124831,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.36125779,4.92679505,Apartment,Entire home/apt,4,1,1,2,Real Bed, $90 ,2,15,4,34, $90 , $360 ," $12,240 ",a few days or more,0.4,17,91,9,8,10,10,8,9
621658,Marieke,2011,5/24,5/24/11,6.14,5179656,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1051,Netherlands,52.37880121,4.870802452,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,2,0,2,0, $125 , $250 , $-   ,within a few hours,0.97,0,,,,,,,
623749,Elwin,2011,5/25,5/25/11,6.14,125425,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.36097457,4.92761146,Apartment,Entire home/apt,2,1,1,1,Real Bed, $79 ,2,10,4,74, $79 , $316 ," $23,384 ",within an hour,1,37,95,9,8,10,9,9,9
630282,Lorna & Joost,2011,5/26,5/26/11,6.14,3457288,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35765917,4.942128988,Apartment,Entire home/apt,5,1.5,3,4,Real Bed, $168 ,1,0,3,2, $168 , $504 ," $1,008 ",within a day,0.8,1,80,10,10,10,8,8,8
631538,Wendy,2011,5/27,5/27/11,6.13,2782802,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35630114,4.913592858,Apartment,Entire home/apt,5,1,1,4,Real Bed, $175 ,2,30,2,22, $175 , $350 ," $7,700 ",within an hour,1,11,91,9,10,9,9,8,8
